dataset,width,height,aspect,min_side,mode
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1050,736,1.427,736,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,771,1.556,771,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,800,413,1.937,413,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1600,1078,1.484,1078,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,971,740,1.312,740,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,768,1.333,768,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,556,1.439,556,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,709,1.444,709,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1050,782,1.343,782,RGB
FGVC-Aircraft,1024,689,1.486,689,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,833,1.441,833,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,811,1.48,811,RGB
FGVC-Aircraft,1024,718,1.426,718,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1200,820,1.463,820,RGB
FGVC-Aircraft,800,524,1.527,524,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,710,1.442,710,RGB
FGVC-Aircraft,950,659,1.442,659,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1300,890,1.461,890,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,679,1.508,679,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,970,498,1.948,498,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1600,1112,1.439,1112,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,702,1.459,702,RGB
FGVC-Aircraft,1490,1005,1.483,1005,RGB
FGVC-Aircraft,1024,716,1.43,716,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,827,1.451,827,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,820,1.463,820,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,744,1.344,744,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,800,504,1.587,504,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,730,1.438,730,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,686,1.493,686,RGB
FGVC-Aircraft,800,544,1.471,544,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,693,1.478,693,RGB
FGVC-Aircraft,950,675,1.407,675,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1020,650,1.569,650,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,780,1.313,780,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,769,1.56,769,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,778,1.542,778,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,900,545,1.651,545,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,727,1.409,727,RGB
FGVC-Aircraft,1200,820,1.463,820,RGB
FGVC-Aircraft,1400,982,1.426,982,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1024,674,1.519,674,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,813,1.476,813,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,717,1.428,717,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,700,1.463,700,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,714,1.434,714,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,757,1.453,757,RGB
FGVC-Aircraft,950,700,1.357,700,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1300,891,1.459,891,RGB
FGVC-Aircraft,1050,730,1.438,730,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1590,1072,1.483,1072,RGB
FGVC-Aircraft,1020,749,1.362,749,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,689,1.486,689,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,659,1.554,659,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,686,1.493,686,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,771,1.427,771,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,719,1.391,719,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1050,749,1.402,749,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1300,887,1.466,887,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,734,1.395,734,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,817,1.469,817,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1020,680,1.5,680,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,819,1.465,819,RGB
FGVC-Aircraft,1024,731,1.401,731,RGB
FGVC-Aircraft,900,538,1.673,538,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,900,533,1.689,533,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1024,719,1.424,719,RGB
FGVC-Aircraft,1300,899,1.446,899,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,777,1.416,777,RGB
FGVC-Aircraft,1100,780,1.41,780,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,672,1.524,672,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,717,1.428,717,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,684,1.497,684,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,800,477,1.677,477,RGB
FGVC-Aircraft,1050,747,1.406,747,RGB
FGVC-Aircraft,1100,756,1.455,756,RGB
FGVC-Aircraft,1024,677,1.513,677,RGB
FGVC-Aircraft,1200,680,1.765,680,RGB
FGVC-Aircraft,1200,773,1.552,773,RGB
FGVC-Aircraft,1024,722,1.418,722,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,719,1.424,719,RGB
FGVC-Aircraft,1200,811,1.48,811,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,900,505,1.782,505,RGB
FGVC-Aircraft,900,541,1.664,541,RGB
FGVC-Aircraft,1200,766,1.567,766,RGB
FGVC-Aircraft,1024,713,1.436,713,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,762,1.344,762,RGB
FGVC-Aircraft,1050,763,1.376,763,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,818,1.467,818,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,700,1.463,700,RGB
FGVC-Aircraft,1050,737,1.425,737,RGB
FGVC-Aircraft,800,597,1.34,597,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,686,1.749,686,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,800,463,1.728,463,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1200,767,1.565,767,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,716,1.676,716,RGB
FGVC-Aircraft,1200,761,1.577,761,RGB
FGVC-Aircraft,900,529,1.701,529,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,728,1.648,728,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,698,1.467,698,RGB
FGVC-Aircraft,1200,742,1.617,742,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,833,1.441,833,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,719,1.424,719,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,779,471,1.654,471,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,750,1.365,750,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,714,1.434,714,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,836,1.435,836,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,698,1.467,698,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,768,1.333,768,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,732,1.399,732,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1050,738,1.423,738,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1100,770,1.429,770,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,900,539,1.67,539,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,950,660,1.439,660,RGB
FGVC-Aircraft,1200,788,1.523,788,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1530,1032,1.483,1032,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,719,1.424,719,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,708,1.446,708,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,708,1.446,708,RGB
FGVC-Aircraft,1024,688,1.488,688,RGB
FGVC-Aircraft,1000,669,1.495,669,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,673,1.522,673,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,950,654,1.453,654,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,716,1.43,716,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1050,749,1.402,749,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,483,1.656,483,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1520,1026,1.481,1026,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,717,1.428,717,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,800,561,1.426,561,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,710,1.442,710,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,814,1.474,814,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,809,1.483,809,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
